City_Name,Type,Package,Variety,Sub_Variety,Grade,Date,Low_Price,High_Price,Mostly_Low,Mostly_High,Origin,Origin_District,Item_Size,Color,Environment,Unit_of_Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans_Mode,,
ATLANTA,,36 inch bins,HOWDEN TYPE,,,9/30/2017,140,140,140,140,TENNESSEE,,lge,ORANGE,,,,,,,,N,,,
ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,,11/5/2016,14.5,15,14.5,15,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,,11/12/2016,14.5,15,14.5,15,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,,11/19/2016,14.5,15,14.5,15,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,1 1/9 bushel cartons,PIE TYPE,,,11/26/2016,14.5,15,14.5,15,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,9/24/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,10/1/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,10/8/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,10/15/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,10/22/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,10/29/2016,135,135,135,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,11/5/2016,123.5,135,123.5,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,11/12/2016,123.5,135,123.5,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,11/19/2016,123.5,135,123.5,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,24 inch bins,PIE TYPE,,,11/26/2016,123.5,135,123.5,135,NORTH CAROLINA,,sml,,,,,,,,,N,,,
ATLANTA,,36 inch bins,PIE TYPE,,,9/24/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,36 inch bins,PIE TYPE,,,10/1/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,36 inch bins,PIE TYPE,,,10/8/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,36 inch bins,PIE TYPE,,,10/15/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,36 inch bins,PIE TYPE,,,10/22/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,36 inch bins,PIE TYPE,,,10/29/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,36 inch bins,PIE TYPE,,,11/5/2016,210,286,210,286,MICHIGAN,,sml,,,,,,,,,N,,,
ATLANTA,,1 1/9 bushel cartons,MINIATURE,FLAT TYPE,,9/30/2017,16.5,18,16.5,16.75,TENNESSEE,,,,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,160,200,165,165,CANADA,QUEBEC,exjbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,160,200,165,165,CANADA,QUEBEC,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,160,200,165,165,CANADA,QUEBEC,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,160,200,165,165,CANADA,ONTARIO,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,160,180,165,165,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,160,180,160,165,CANADA,QUEBEC,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,140,160,150,160,CANADA,QUEBEC,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,140,160,150,150,CANADA,QUEBEC,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,140,160,140,140,CANADA,QUEBEC,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,200,225,225,225,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,180,225,200,200,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,180,225,200,200,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,180,225,180,200,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,180,225,180,190,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,180,225,180,180,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,170,180,180,180,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,170,180,175,180,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,140,160,150,150,PENNSYLVANIA,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/24/2016,140,160,150,150,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,160,200,165,165,CANADA,QUEBEC,exjbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,160,200,165,165,CANADA,QUEBEC,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,160,200,165,165,CANADA,ONTARIO,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,160,200,165,165,CANADA,QUEBEC,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,160,180,165,165,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,160,180,160,165,CANADA,QUEBEC,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,140,160,150,160,CANADA,QUEBEC,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,140,160,150,150,CANADA,QUEBEC,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,140,160,140,140,CANADA,QUEBEC,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,200,225,225,225,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,180,225,200,200,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,180,225,200,200,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,180,225,180,200,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,180,225,180,190,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,180,225,180,180,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,170,180,180,180,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,170,180,175,180,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,140,160,150,150,PENNSYLVANIA,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/1/2016,140,160,150,150,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,160,200,165,165,CANADA,QUEBEC,exjbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,160,200,165,165,CANADA,QUEBEC,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,160,200,165,165,CANADA,ONTARIO,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,160,200,165,165,CANADA,QUEBEC,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,160,180,160,165,CANADA,QUEBEC,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,160,180,165,165,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,140,160,150,160,CANADA,QUEBEC,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,140,160,150,150,CANADA,QUEBEC,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,140,160,140,140,CANADA,QUEBEC,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,200,225,225,225,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,180,225,200,200,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,180,225,200,200,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,180,225,180,200,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,180,225,180,190,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,180,225,180,180,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,170,180,180,180,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,170,180,175,180,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,140,160,150,150,PENNSYLVANIA,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/8/2016,140,160,150,150,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,160,200,165,165,CANADA,QUEBEC,exjbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,160,200,165,165,CANADA,QUEBEC,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,160,200,165,165,CANADA,ONTARIO,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,160,200,165,165,CANADA,QUEBEC,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,160,180,165,165,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,160,180,160,165,CANADA,QUEBEC,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,140,160,150,160,CANADA,QUEBEC,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,140,160,150,150,CANADA,QUEBEC,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,140,160,140,140,CANADA,QUEBEC,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,200,225,225,225,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,180,225,200,200,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,180,225,200,200,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,180,225,180,200,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,180,225,180,190,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,180,225,180,180,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,170,180,180,180,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,170,180,175,180,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,140,160,150,150,PENNSYLVANIA,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/15/2016,140,160,150,150,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,150,200,160,160,CANADA,QUEBEC,exjbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,160,200,160,165,CANADA,QUEBEC,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,150,200,150,165,CANADA,ONTARIO,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,160,200,160,165,CANADA,QUEBEC,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,160,180,160,160,CANADA,QUEBEC,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,150,180,150,165,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,140,160,150,155,CANADA,QUEBEC,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,140,160,145,150,CANADA,QUEBEC,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,130,160,135,140,CANADA,QUEBEC,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,195,225,220,225,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,180,225,195,200,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,180,225,190,200,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,180,225,180,190,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,180,225,180,185,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,175,225,175,180,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,170,180,170,180,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,160,180,165,175,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,140,160,145,150,PENNSYLVANIA,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/22/2016,140,160,145,150,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,150,200,160,160,CANADA,QUEBEC,exjbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,160,200,160,165,CANADA,QUEBEC,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,160,200,160,165,CANADA,QUEBEC,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,150,200,150,165,CANADA,ONTARIO,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,150,180,150,165,CANADA,ONTARIO,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,160,180,160,160,CANADA,QUEBEC,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,140,160,150,155,CANADA,QUEBEC,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,140,160,145,150,CANADA,QUEBEC,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,130,160,135,140,CANADA,QUEBEC,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,180,225,210,220,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,170,225,195,195,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,170,225,190,190,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,160,225,180,180,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,160,225,175,175,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,150,225,175,175,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,160,180,170,170,MICHIGAN,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,150,180,165,165,MICHIGAN,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,140,160,145,150,PENNSYLVANIA,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,10/29/2016,140,160,145,150,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,11/5/2016,180,225,210,220,MASSACHUSETTS,,jbo,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,11/5/2016,170,225,195,195,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,11/5/2016,170,225,190,190,MASSACHUSETTS,,lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,11/5/2016,160,225,180,180,MASSACHUSETTS,,med-lge,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,11/5/2016,160,225,175,175,MASSACHUSETTS,,med,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,11/5/2016,150,225,175,175,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/23/2017,200,225,210,225,MASSACHUSETTS,,jbo,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/23/2017,175,200,185,200,MASSACHUSETTS,,xlge,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/23/2017,175,200,175,200,MASSACHUSETTS,,lge,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/23/2017,200,225,225,225,MICHIGAN,,jbo,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/23/2017,175,200,200,200,MICHIGAN,,xlge,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/23/2017,175,200,200,200,MICHIGAN,,lge,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/30/2017,200,225,210,225,MASSACHUSETTS,,jbo,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/30/2017,175,200,185,200,MASSACHUSETTS,,xlge,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/30/2017,175,200,175,175,MASSACHUSETTS,,lge,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/30/2017,200,225,225,225,MICHIGAN,,jbo,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/30/2017,175,200,200,200,MICHIGAN,,xlge,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,36 inch bins,HOWDEN TYPE,,,9/30/2017,175,200,200,200,MICHIGAN,,lge,ORANGE,,PER BIN,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,9/24/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,9/24/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/1/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/1/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/8/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/8/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/15/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/15/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/22/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/22/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/29/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,10/29/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,11/5/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,CINDERELLA,,,11/5/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,1/2 bushel cartons,FAIRYTALE,,,9/24/2016,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,1/2 bushel cartons,FAIRYTALE,,,10/1/2016,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,1/2 bushel cartons,FAIRYTALE,,,10/8/2016,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,1/2 bushel cartons,FAIRYTALE,,,10/15/2016,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,1/2 bushel cartons,FAIRYTALE,,,10/22/2016,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,1/2 bushel cartons,FAIRYTALE,,,10/29/2016,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,1/2 bushel cartons,FAIRYTALE,,,11/5/2016,15,16,15,15,MASSACHUSETTS,,sml,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,9/24/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,9/24/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,10/1/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,10/1/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,10/8/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,10/8/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,10/15/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,10/15/2016,260,285,285,285,MASSACHUSETTS,,xlge,ORANGE,,,,,,,,N,,,
BOSTON,,24 inch bins,FAIRYTALE,,,10/22/2016,260,285,285,285,MASSACHUSETTS,,xlge,WHITE,,,,,,,,N,,,
